ProductName,ProductCode,RegularPrice,HappyPrice,Discount,Link,ImageLink
Конфигурација  AMD PRO,Шифра: 57003,"36,990 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
Sony PlayStation 5 Disc Edition Slim Console,Шифра: 20679,"36,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
"ASUS 24"" VY249HGE 24-inch Eye Care Gaming Monitor",Шифра: 33890,"9,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
Philips FullHD Evnia Fast IPS Gaming monitor 27M2N3200S,Шифра: 59789,"11,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
DELL Monitor Alienware AW2523HF,Шифра: 32939,"24,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
CoolerMaster MM730 Gaming Mouse (Black Matte),Шифра: 15988,"1,899 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
ASUS ROG Falchion NX,Шифра: 54028,"6,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
ASUS TUF Gaming H1 Gen II,Шифра: 61042,"4,899 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
SONY WH1000XM4B.CE7 ( Black ),Шифра: 30775,"16,990 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
Конфигурација  AMD PRO GAMER,Шифра: 61068,"54,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
Virtual Reality Advanced All-In-One Headset Meta Quest 3S 256GB withTwo Controllers included,Шифра: 20789,"38,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
Nintendo Switch OLED Splatoon 3 Edition,Шифра: 20743,"24,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
GAMING Столица CRAZY SPARTAN,Шифра: 20307,"8,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
HP LaserJet MFP M141w,Шифра: 32512,"7,499 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
SAMSUNG WW90T4020EE1LE,Шифра: 74024,"31,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
CANDY ROE H9A2TCEX-S,Шифра: 76302,"26,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
Gorenje Вграден комплет JUMP STEEL SET,Шифра: 60662,"30,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
CANDY CH64CCB / 4U2,Шифра: 76307,"11,499 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
CANDY FCT 615N WIFI,Шифра: 76630,"16,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
ST BHV-3262N,Шифра: 78713,"7,499 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
ST BOM-6FM76FBB,Шифра: 77747,"10,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
BOOSTAIR TH-960TX DUAL MOTOR,Шифра: 78451,"5,499 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
ST DWB60M61,Шифра: 78626,"15,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
CANDY CIMC E0W 3E53,Шифра: 78577,"26,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
ST DWB45M61,Шифра: 78627,"15,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
ST DWF60M61W,Шифра: 78624,"14,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
TELEFUNKEN TWE 6060W,Шифра: 70350,"11,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
Midea MM20CF2E,Шифра: 60908,"4,499 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
ST WM7104TWB,Шифра: 77819,"15,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
TCL FF0812WA0,Шифра: 78666,"20,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
WHIRLPPOL FFB 8258 WV EE,Шифра: 60663,"26,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
MIDEA LUNAR MF100W80BA / W-HR,Шифра: 78350,"23,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
Hisense WFQP9014EVM,Шифра: 78592,"26,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
HAIER HW80-B14939-S,Шифра: 78585,"35,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
BOSCH WGG244Z2BY,Шифра: 78620,"48,999 Ден.","10,499 Ден.",-13%,https://setec.mk/index.php?route=product/product&product_id=61069,https://setec.mk/image/cache/catalog/Product/61069_0-220x220.jpg
